Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
898087,Terraforming Earth,Jack Williamson,"Williamson, Jack",,"=""0312872003""","=""9780312872007""",0,3.47,Tom Doherty Associates (NYC),Hardcover,348,2001,1999,,2015/05/21,"to-read, g-post-apocalyptic, ab-meta-exists, ab-src-audible-av, ku-no, z-len-10-20-hours","to-read (#275), g-post-apocalyptic (#86), ab-meta-exists (#196), ab-src-audible-av (#177), ku-no (#70), z-len-10-20-hours (#129)",to-read,,,Length: 10 hrs and 46 mins<br/>Narrated By Kevin Foley,,,,0,,,,,
116417,Mysterium,Robert Charles Wilson,"Wilson, Robert Charles",,"=""0553569538""","=""9780553569537""",0,3.56,Bantam Books,Mass Market Paperback,320,1995,1994,,2015/05/21,"to-read, zz-ab-meta-none-all-dates, ku-no, g-big-dumb-object, zz-ab-meta-none-201608","to-read (#274), zz-ab-meta-none-all-dates (#73), ku-no (#107), g-big-dumb-object (#8), zz-ab-meta-none-201608 (#70)",to-read,,,,,,,0,,,,,
16059400,Burning Paradise,Robert Charles Wilson,"Wilson, Robert Charles",,"=""0765332612""","=""9780765332615""",0,3.32,Tor Books,Hardcover,320,2013,2013,,2015/05/21,"to-read, g-post-apocalyptic, z-meta-short-list-unacquired, ab-meta-undetermined","to-read (#273), g-post-apocalyptic (#85), z-meta-short-list-unacquired (#9), ab-meta-undetermined (#41)",to-read,,,,,,,0,,,,,
779053,A Bridge of Years,Robert Charles Wilson,"Wilson, Robert Charles",,"=""0385419376""","=""9780385419376""",0,3.79,Broadway,Paperback,348,1991,1991,,2015/05/21,"to-read, g-time-travel, ab-meta-acquired, z-loc-itunes, z-len-10-20-hours, ab-meta-exists","to-read (#272), g-time-travel (#95), ab-meta-acquired (#35), z-loc-itunes (#12), z-len-10-20-hours (#21), ab-meta-exists (#280)",to-read,,,Length: 12 hrs and 01 mins<br/>Narrated By Jonathan Davis,,,,0,,,,,
116412,Blind Lake,Robert Charles Wilson,"Wilson, Robert Charles",,"=""0765341603""","=""9780765341600""",0,3.66,Tor Books,Mass Market Paperback,400,2004,2003,,2015/05/21,"to-read, ab-meta-acquired, z-loc-itunes, ab-meta-exists","to-read (#271), ab-meta-acquired (#34), z-loc-itunes (#11), ab-meta-exists (#300)",to-read,,,Length: 11 hrs and 45 mins <br/>Narrated By Jay Snyder,,,,0,,,,,
760961,Darwinia,Robert Charles Wilson,"Wilson, Robert Charles",,"=""0812566629""","=""9780812566628""",0,3.35,Tor Science Fiction,Paperback,372,1999,1998,,2015/05/21,"to-read, g-post-apocalyptic, ab-meta-acquired, z-loc-itunes, z-len-10-20-hours, ab-meta-exists","to-read (#270), g-post-apocalyptic (#84), ab-meta-acquired (#33), z-loc-itunes (#14), z-len-10-20-hours (#19), ab-meta-exists (#279)",to-read,,,Length: 10 hrs and 55 mins <br/>Narrated By Kevin Pariseau,,,,0,,,,,
5997978,Julian Comstock: A Story of 22nd-Century America,Robert Charles Wilson,"Wilson, Robert Charles",,"=""0765319713""","=""9780765319715""",0,3.55,Tor Books,Hardcover,413,2009,2009,,2015/05/21,"to-read, g-post-apocalyptic, ab-meta-acquired, z-loc-itunes, z-len-20-40-hours, ab-meta-exists","to-read (#269), g-post-apocalyptic (#83), ab-meta-acquired (#32), z-loc-itunes (#17), z-len-20-40-hours (#5), ab-meta-exists (#289)",to-read,,,Length: 20 hrs and 48 mins <br/>Narrated By Scott Brick,,,,0,,,,,
4367026,"The Walls of the Universe (Universe, #1)",Paul Melko,"Melko, Paul",,"=""0765319977""","=""9780765319975""",0,3.75,Tor Books,Hardcover,384,2009,2009,,2015/05/11,"to-read, g-time-travel, eb-acquired, eb-db, zz-ab-meta-none-all-dates, z-series-1, zz-ab-meta-none-201608","to-read (#268), g-time-travel (#94), eb-acquired (#8), eb-db (#6), zz-ab-meta-none-all-dates (#46), z-series-1 (#108), zz-ab-meta-none-201608 (#17)",to-read,,,,,,,0,,,,,
18248613,"Warm Up  (Vicious, #0.5)",V.E. Schwab,"Schwab, V.E.",Victoria Schwab,"=""""","=""""",0,3.90,Tor Books,Kindle Edition,15,2013,2013,,2015/05/11,"to-read, g-superpowers, z-meta-sequels-unread, z-meta-short-list-unacquired, zz-ab-meta-none-all-dates, ku-cheap, z-series-0-5, zz-ab-meta-none-201608","to-read (#267), g-superpowers (#1), z-meta-sequels-unread (#5), z-meta-short-list-unacquired (#7), zz-ab-meta-none-all-dates (#49), ku-cheap (#18), z-series-0-5 (#2), zz-ab-meta-none-201608 (#56)",to-read,,,,,,,0,,,,,
23164931,Time and Time Again,Ben Elton,"Elton, Ben",,"=""0593073576""","=""9780593073575""",0,4.02,Bantam Press,Paperback,386,2014,2014,,2015/05/04,"to-read, g-time-travel, ab-src-audible-av, ab-meta-exists, z-len-10-20-hours, ku-no","to-read (#266), g-time-travel (#93), ab-src-audible-av (#32), ab-meta-exists (#49), z-len-10-20-hours (#55), ku-no (#162)",to-read,,,Length: 13 hrs and 43 mins<br/>Narrated By Jot Davies,,,,0,,,,,
32078,Amnesia Moon,Jonathan Lethem,"Lethem, Jonathan",,"=""015603154X""","=""9780156031547""",0,3.49,Mariner Books,Paperback,256,2005,1995,,2015/04/14,"g-post-apocalyptic, to-read, z-len-05-10-hours, ku-cheap, ab-src-audible-av, ab-meta-exists","g-post-apocalyptic (#82), to-read (#265), z-len-05-10-hours (#95), ku-cheap (#4), ab-src-audible-av (#176), ab-meta-exists (#252)",to-read,,,Length: 07 hrs and 10 mins<br/>Narrated By Scott Sowers,,,,0,,,,,
22566044,"Fluency (Confluence, #1)",Jennifer Foehner Wells,"Wells, Jennifer Foehner",,"=""""","=""""",5,3.81,Blue Bedlam Science Fiction,Kindle Edition,377,2014,2014,2016/06/13,2015/04/13,"g-space-opera, g-sci-fi, z-len-10-20-hours, g-big-dumb-object, g-aliens, z-read-src-audible, z-series-1","g-space-opera (#45), g-sci-fi (#51), z-len-10-20-hours (#169), g-big-dumb-object (#10), g-aliens (#28), z-read-src-audible (#17), z-series-1 (#107)",read,"Pleasantly surprised by this intriguing story. Nothing too mind-blowing here, just some good old fashioned sci-fi. Looking forward to the sequel!<br/><br/>Audiobook notes: very nicely read, no noticeable pronounciation gaffes.",,Length: 10 hrs and 29 mins<br/>Narrated By Susanna Burney,,,,0,,,,,
2166197,Lifeline,Kevin J. Anderson,"Anderson, Kevin J.",Doug Beason,"=""0553287877""","=""9780553287875""",0,3.63,Spectra,Mass Market Paperback,480,1990,1990,,2015/04/02,"to-read, zz-eb-humblebundle, zz-ab-meta-none-all-dates, g-post-apocalyptic, g-sci-fi, ku-no, zz-ab-meta-none-201608","to-read (#264), zz-eb-humblebundle (#12), zz-ab-meta-none-all-dates (#72), g-post-apocalyptic (#148), g-sci-fi (#36), ku-no (#106), zz-ab-meta-none-201608 (#69)",to-read,,,,,,,0,,,,,
1278365,The Dark Lady: A Romance of the Far Future (Birthright #13),Mike Resnick,"Resnick, Mike",,"=""0812551168""","=""9780812551167""",0,3.79,Tor,Mass Market Paperback,279,1987,1987,,2015/04/02,"to-read, zz-eb-humblebundle, g-space-opera, ab-meta-exists, ab-src-audible-av, z-len-05-10-hours, z-series-9, ku-undetermined","to-read (#263), zz-eb-humblebundle (#11), g-space-opera (#12), ab-meta-exists (#121), ab-src-audible-av (#117), z-len-05-10-hours (#45), z-series-9 (#1), ku-undetermined (#68)",to-read,,,Length: 09 hrs and 23 mins<br/>Narrated By John McLain,,,,0,,,,,
1022771,Assemblers of Infinity,Kevin J. Anderson,"Anderson, Kevin J.",Doug Beason,"=""0553299212""","=""9780553299212""",0,3.56,Bantam / Spectra,Paperback,555,1993,1993,,2015/04/02,"to-read, ab-meta-undetermined, zz-eb-humblebundle","to-read (#262), ab-meta-undetermined (#24), zz-eb-humblebundle (#10)",to-read,,,,,,,0,,,,,
6396836,Second Paradigm,Peter J. Wacks,"Wacks, Peter J.",,"=""1419689517""","=""9781419689512""",0,3.63,BookSurge Publishing,Paperback,322,2008,2008,,2015/04/02,"to-read, ab-meta-undetermined, g-time-travel, zz-eb-humblebundle","to-read (#261), ab-meta-undetermined (#23), g-time-travel (#92), zz-eb-humblebundle (#9)",to-read,,,,,,,0,,,,,
15704486,"Calamity (Reckoners, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""0385743602""","=""9780385743600""",5,4.20,Delacorte Press,Hardcover,421,2016,2016,2016/12/02,2015/04/02,"g-post-apocalyptic, g-superpowers, z-len-10-20-hours, g-ya, z-series-3, z-read-src-audible","g-post-apocalyptic (#81), g-superpowers (#3), z-len-10-20-hours (#138), g-ya (#86), z-series-3 (#19), z-read-src-audible (#20)",read,"A refreshingly satisfying end to the series. I'd put off reading it for a few months, as I was actually a bit underwhelmed with [b:Firefight|15704459|Firefight (Reckoners, #2)|Brandon Sanderson|https://images.gr-assets.com/books/1413220816s/15704459.jpg|21979689] and I was concerned that this one would leave me feeling the same way. I'm happy to report that this one thrilled me in much the same way that [b:Steelheart|17182126|Steelheart (Reckoners, #1)|Brandon Sanderson|https://images.gr-assets.com/books/1357576738s/17182126.jpg|21366540] did. There were a few things that made no sense to me that weren't adequately explained (like a crawling salt city), but this book really was more about an exploration  on the subjects of responsibility, accountability, power and humanity. Normally, that kind of story leaves me a little cold, but I guess I'd gotten myself into this kind of mood after finishing Sanderson's Stormlight Archives immediately before this, which deals with similar issues.<br/><br/>Audiobook notes: The narrator from the first books (Macleod Andrews) returns and does an admirable job of making distinct voices, with no noticeable pronunciation errros.",,Length: 11 hrs and 51 mins<br/>Narrated By MacLeod Andrews,,,,0,,,,,
18245822,"The Monarch of the Glen (American Gods, #1.5)",Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",3,3.84,,ebook,62,,2006,2015/06/16,2015/03/21,"g-urban-fantasy, z-len-00-05-hours, z-read-src-un, g-ya, z-series-1-5","g-urban-fantasy (#17), z-len-00-05-hours (#4), z-read-src-un (#79), g-ya (#85), z-series-1-5 (#4)",read,"Short story sequel to American Gods. Appreciated the short re-cap at the beginning, as it's been some time since I've read AG. I enjoyed this little nugget of a story, and it's a total coincidence that the day that I listened to it is the same day that they announced the American Gods Series. <br/><br/>Audiobook notes - I've scoured the internet, and cannot find who the unidentified female narrator is. She sounds familiar, and handled the Scottish accents well, but her pacing was off quite a bit, especially in the dialogue parts. A couple of times I checked my player to make sure that it hadn't gotten switched to 2x speed.",,Length: 01 hrs and 37 mins<br/>Narrated by Michael Emerson<br/><br/><br/>,,,,0,,,,,
20980667,"The Mechanical (The Alchemy Wars, #1)",Ian Tregillis,"Tregillis, Ian",,"=""0316248002""","=""9780316248006""",0,3.97,Orbit,Paperback,440,2015,2015,,2015/03/20,"to-read, ab-src-audible-av, ab-meta-exists, g-steampunk, z-len-10-20-hours, z-series-1, ku-undetermined","to-read (#260), ab-src-audible-av (#34), ab-meta-exists (#51), g-steampunk (#1), z-len-10-20-hours (#52), z-series-1 (#106), ku-undetermined (#67)",to-read,,,Length: 15 hrs and 45 mins<br/>Narrated By Chris Kayser,,,,0,,,,,
22314178,Touch,Claire North,"North, Claire",,"=""0316335924""","=""9780316335928""",0,3.79,Orbit Books,Hardcover,432,2015,2015,,2015/03/20,"to-read, ab-src-audible-av, ab-meta-exists, g-urban-fantasy, ku-undetermined","to-read (#259), ab-src-audible-av (#42), ab-meta-exists (#59), g-urban-fantasy (#18), ku-undetermined (#66)",to-read,,,,,,,0,,,,,
22544040,The Flight of the Silvers,Daniel Price,"Price, Daniel",,"=""0451472764""","=""9780451472762""",0,3.93,NAL,Paperback,609,2015,2014,,2015/03/20,"to-read, z-meta-short-list-unacquired, g-time-travel, ab-meta-exists, ab-src-audible-av, g-post-apocalyptic, ku-no, z-len-20-40-hours","to-read (#258), z-meta-short-list-unacquired (#6), g-time-travel (#91), ab-meta-exists (#52), ab-src-audible-av (#35), g-post-apocalyptic (#115), ku-no (#1), z-len-20-40-hours (#26)",to-read,,,Length: 21 hrs and 27 mins<br/>Narrated By Rich Orlow,,,,0,,,,,
23396695,"The Wizard from Earth (The Star Wizards Trilogy, #1)",S.J. Ryan,"Ryan, S.J.",,"=""""","=""""",0,3.84,,Kindle Edition,524,2014,2014,,2015/03/19,"to-read, zz-ab-meta-none-all-dates, ku-yes, g-ya, z-series-1, zz-ab-meta-none-201608","to-read (#257), zz-ab-meta-none-all-dates (#45), ku-yes (#25), g-ya (#84), z-series-1 (#105), zz-ab-meta-none-201608 (#59)",to-read,,,,,,,0,,,,,
21792828,Station Eleven,Emily St. John Mandel,"Mandel, Emily St. John",,"=""""","=""""",3,4.01,Knopf,Kindle Edition,354,2014,2014,2016/05/12,2015/03/19,"g-post-apocalyptic, z-len-10-20-hours, z-read-src-audible","g-post-apocalyptic (#80), z-len-10-20-hours (#53), z-read-src-audible (#16)",read,"So... uhhh... I finished this book. or books. Was this actually 2 books that were shuffled together like a deck of cards? On the one hand, a fairly straight-forward depiction of life after the collapse of society. And then there was another book describing in much depth, the background of many people that did not survive said collapse of society; people that had no direct role in either the collapse or the life after the collapse. People whose lives were rather boring and (again) straight-forward. <br/><br/>I kept waiting for 2 things to happen, and only one of them actually did:<br/>1) the reveal of the prophet. I pegged this one at exactly the 66% mark <spoiler> - when it was revealed that Clark, Elizabeth and Tyler's plane was diverted to Severn City</spoiler><br/>2) I thought - in fact, right up until the last page - that there was a chance that the world would turn out to be either <spoiler>Station Eleven itself</spoiler>, or <spoiler>Arthur's dying dream</spoiler>.<br/><br/>One thing that I liked about this book is that there weren't any zombies. There wasn't any supernatural forces come to raze the survivors. No aliens. Except for The Prophet, no maniacs seizing power. Just people trying to survive. Don't get me wrong - I love all of those things generally. But it is nice to see a story that can be made WITHOUT them. It makes those things a bit more special when they DO occur in a book.<br/><br/>Ok, so where are we with this review? The characters were mostly unexciting - not necessarily boring or intolerable - just ... blahhhhhh. (You know, like most people in Real Life). The post-collapse depiction was nice. The pre-collapse life took up way too much of the book. The connections between the characters was... pointless? So - I didn't hate reading this book. I didn't hate the ending. I wasn't bored. But I definitely didn't love it. So a straight-up middle-of-the-road 3/5 stars from me.<br/><br/>Audiobook notes - very nicely read by Kirsten Potter. Good production values.",,Length: 10 hrs and 41 mins<br/>Narrated By Kirsten Potter<br/><br/>,,,,0,,,,,
16278318,Armada,Ernest Cline,"Cline, Ernest",,"=""0804137250""","=""9780804137256""",0,3.47,Crown Publishing ,Hardcover,349,2015,2015,,2015/03/19,"to-read, z-meta-short-list-unacquired, z-len-10-20-hours, ab-src-audible-av, g-space-opera, g-cyberpunk, ab-meta-exists, g-ya, ku-undetermined","to-read (#256), z-meta-short-list-unacquired (#5), z-len-10-20-hours (#79), ab-src-audible-av (#119), g-space-opera (#17), g-cyberpunk (#6), ab-meta-exists (#278), g-ya (#83), ku-undetermined (#65)",to-read,,,Length: 11 hrs and 58 mins<br/>Narrated By Wil Wheaton,,,,0,,,,,
23168818,Time Salvager (Time Salvager #1),Wesley Chu,"Chu, Wesley",,"=""0765377187""","=""9780765377180""",0,3.68,Tor Books,Hardcover,384,2015,2015,,2015/03/19,"to-read, g-time-travel, ab-src-audible-av, z-len-10-20-hours, ab-meta-exists, z-series-1, ku-undetermined","to-read (#255), g-time-travel (#90), ab-src-audible-av (#118), z-len-10-20-hours (#78), ab-meta-exists (#132), z-series-1 (#104), ku-undetermined (#64)",to-read,,,Length: 15 hrs and 37 mins<br/>Narrated By Kevin T. Collins,,,,0,,,,,
21469108,The Ghosts of Heaven,Marcus Sedgwick,"Sedgwick, Marcus",,"=""1626721254""","=""9781626721258""",0,3.69,Roaring Brook Press,Hardcover,360,2015,2015,,2015/03/19,"to-read, g-time-travel, zz-ab-meta-none-all-dates, ku-no, zz-ab-meta-none-201608","to-read (#254), g-time-travel (#89), zz-ab-meta-none-all-dates (#22), ku-no (#94), zz-ab-meta-none-201608 (#65)",to-read,,,,,,,0,,,,,
18046624,"Red Rising (Red Rising Trilogy, #1)",Pierce Brown,"Brown, Pierce",,"=""""","=""""",0,4.25,Del Rey,Kindle Edition,400,2014,2014,,2015/03/19,"g-dystopia, z-len-10-20-hours, did-not-finish, g-ya, z-series-1","g-dystopia (#12), z-len-10-20-hours (#18), did-not-finish (#16), g-ya (#82), z-series-1 (#103)",did-not-finish,"March 28, 2016<br/>I'm 20% of the way into this book and it's just too boring and too derivative of so many other dystopic YA books that I just cannot muster any interest in slogging through the rest of it.",,Length: 16 hrs and 12 mins <br/>Narrated By Tim Gerard Reynolds,,,,0,,,,,
19084955,Hollow World,Michael J. Sullivan,"Sullivan, Michael J.",,"=""161696183X""","=""9781616961831""",0,3.73,Tachyon Publications,Paperback,362,2014,2013,,2015/03/19,"to-read, g-post-apocalyptic, g-time-travel, ab-meta-acquired, z-loc-itunes, z-len-10-20-hours, ab-src-humblebundle, ab-meta-exists","to-read (#253), g-post-apocalyptic (#79), g-time-travel (#88), ab-meta-acquired (#40), z-loc-itunes (#22), z-len-10-20-hours (#17), ab-src-humblebundle (#1), ab-meta-exists (#277)",to-read,,,Length: 12 hrs and 29 mins<br/>Narrated By Jonathan Davis<br/>,,,,0,,,,,
46777,"Tithe: A Modern Faerie Tale (Modern Faerie Tales, #1)",Holly Black,"Black, Holly",,"=""0689867042""","=""9780689867040""",0,3.73,Simon Pulse,Paperback,332,2004,2002,,2015/03/19,"zz-eb-humblebundle, to-read, ab-meta-exists, ab-src-audible-av, g-urban-fantasy, ku-no, z-len-05-10-hours, g-ya, z-series-1","zz-eb-humblebundle (#8), to-read (#287), ab-meta-exists (#164), ab-src-audible-av (#148), g-urban-fantasy (#29), ku-no (#28), z-len-05-10-hours (#78), g-ya (#81), z-series-1 (#102)",to-read,,,Length: 07 hrs and 28 mins<br/>Narrated By Kate Rudd,,,,0,,,,,
6470498,The God Engines,John Scalzi,"Scalzi, John",,"=""1596062800""","=""9781596062801""",0,3.57,Subterranean Press,Hardcover,136,2009,2009,,2015/03/19,"zz-eb-humblebundle, to-read, ab-meta-undetermined","zz-eb-humblebundle (#7), to-read (#286), ab-meta-undetermined (#28)",to-read,,,,,,,0,,,,,
41128,"The Wild Shore (Three Californias Triptych, #1)",Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""0312890362""","=""9780312890360""",0,3.76,Orb Books,Paperback,384,1995,1984,,2015/03/19,"to-read, zz-eb-humblebundle, g-post-apocalyptic, ab-meta-exists, ab-src-audible-av, z-len-10-20-hours, z-series-1, ku-undetermined","to-read (#252), zz-eb-humblebundle (#6), g-post-apocalyptic (#78), ab-meta-exists (#123), ab-src-audible-av (#121), z-len-10-20-hours (#81), z-series-1 (#101), ku-undetermined (#63)",to-read,,,Length: 13 hrs and 29 mins<br/>Narrated By Stefan Rudnicki,,,,0,,,,,
52397,"Parable of the Sower (Earthseed, #1)",Octavia E. Butler,"Butler, Octavia E.",,"=""0446675504""","=""9780446675505""",0,4.12,Grand Central Publishing,Paperback,345,2000,1993,,2015/03/19,"to-read, zz-eb-humblebundle, g-post-apocalyptic, ab-src-audible-av, ab-meta-exists, z-len-10-20-hours, ku-no, z-series-1","to-read (#251), zz-eb-humblebundle (#5), g-post-apocalyptic (#77), ab-src-audible-av (#30), ab-meta-exists (#47), z-len-10-20-hours (#48), ku-no (#35), z-series-1 (#100)",to-read,,,Length: 12 hrs and 05 mins<br/>Narrated By Lynne Thigpen,,,,0,,,,,
561311,"Gather, Darkness!",Fritz Leiber,"Leiber, Fritz",,"=""1585861065""","=""9781585861064""",0,3.68,eReads.com,Paperback,172,2000,1943,,2015/03/19,"to-read, ab-meta-undetermined, zz-eb-humblebundle, g-post-apocalyptic","to-read (#250), ab-meta-undetermined (#22), zz-eb-humblebundle (#4), g-post-apocalyptic (#76)",to-read,,,,,,,0,,,,,
239919,Damnation Alley,Roger Zelazny,"Zelazny, Roger",,"=""0743486625""","=""9780743486620""",0,3.55,iBooks,Paperback,240,2004,1968,,2015/03/19,"to-read, ab-meta-undetermined, zz-eb-humblebundle, g-post-apocalyptic","to-read (#249), ab-meta-undetermined (#21), zz-eb-humblebundle (#3), g-post-apocalyptic (#75)",to-read,,,,,,,0,,,,,
149840,A Gift Upon the Shore,M.K. Wren,"Wren, M.K.",,"=""0595143415""","=""9780595143412""",0,3.89,Backinprint.com,Paperback,388,2000,1990,,2015/03/19,"to-read, g-post-apocalyptic, zz-eb-humblebundle, z-len-10-20-hours, ku-cheap, ab-src-audible-av-ku, ab-meta-exists, eb-acquired","to-read (#248), g-post-apocalyptic (#74), zz-eb-humblebundle (#1), z-len-10-20-hours (#143), ku-cheap (#13), ab-src-audible-av-ku (#22), ab-meta-exists (#218), eb-acquired (#19)",to-read,,,Length: 15 hrs and 09 mins<br/>Narrated By Gabra Zackman,,,,0,,,,,
22604554,The Here and Now,Ann Brashares,"Brashares, Ann",Emily Rankin,"=""1486215947""","=""9781486215942""",0,3.27,Bolinda Audio,Audiobook,,2014,2014,,2015/03/10,"to-read, g-post-apocalyptic, g-time-travel, ab-meta-acquired, z-loc-itunes, z-len-05-10-hours, ab-meta-exists","to-read (#247), g-post-apocalyptic (#73), g-time-travel (#87), ab-meta-acquired (#31), z-loc-itunes (#16), z-len-05-10-hours (#16), ab-meta-exists (#251)",to-read,,,Length: 07 hrs and 20 mins<br/>Narrated By Emily Rankin,,,,0,,,,,
21509590,After the End (After the End #1),Amy Plum,"Plum, Amy","Emily Rankin, Graham Hamilton","=""1483004090""","=""9781483004099""",0,3.68,Blackstone Audiobooks,Audio CD,9,2014,2014,,2015/03/10,"g-post-apocalyptic, ab-meta-undetermined, to-read, z-series-1","g-post-apocalyptic (#72), ab-meta-undetermined (#20), to-read (#246), z-series-1 (#99)",to-read,,,,,,,0,,,,,
77711,"A Fire Upon the Deep (Zones of Thought, #1)",Vernor Vinge,"Vinge, Vernor",,"=""0812515285""","=""9780812515282""",0,4.13,Tor Science Fiction,Mass Market Paperback,613,1993,1992,,2015/02/21,"to-read, ab-meta-exists, ab-src-audible-av, z-len-20-40-hours, eb-acquired, eb-db, z-series-1, ku-no","to-read (#245), ab-meta-exists (#25), ab-src-audible-av (#46), z-len-20-40-hours (#14), eb-acquired (#17), eb-db (#15), z-series-1 (#98), ku-no (#155)",to-read,,,Length: 21 hrs and 41 mins<br/>Narrated By Peter Larkin,,,,0,,,,,
9359796,"Vortex (Spin, #3)",Robert Charles Wilson,"Wilson, Robert Charles",,"=""0765323427""","=""9780765323422""",0,3.71,Tor Books,Hardcover,331,2011,2011,,2015/02/21,"to-read, g-time-travel, g-post-apocalyptic, z-meta-sequels-unread, z-len-10-20-hours, ku-no, ab-meta-exists, ab-src-audible-av, z-series-3","to-read (#244), g-time-travel (#86), g-post-apocalyptic (#71), z-meta-sequels-unread (#4), z-len-10-20-hours (#127), ku-no (#69), ab-meta-exists (#195), ab-src-audible-av (#174), z-series-3 (#18)",to-read,,,Length: 10 hrs and 30 mins<br/>Narrated By Scott Brick,,,,0,,,,,
525285,"Mission of Gravity (Mesklin, #1)",Hal Clement,"Clement, Hal",,"=""0515034797""","=""9780515034790""",0,3.90,,Paperback,174,,1953,,2015/02/21,"to-read, zz-ab-meta-none-all-dates, z-series-1, zz-ab-meta-none-201608","to-read (#243), zz-ab-meta-none-all-dates (#44), z-series-1 (#97), zz-ab-meta-none-201608 (#2)",to-read,,,,,,,0,,,,,
102281,The Big Time,Fritz Leiber,"Leiber, Fritz",,"=""0312890788""","=""9780312890780""",0,3.28,Orb Books,Paperback,128,2001,1958,,2015/02/21,"to-read, ab-meta-undetermined, g-time-travel","to-read (#242), ab-meta-undetermined (#19), g-time-travel (#85)",to-read,,,,,,,0,,,,,
21424278,Apocalypticon,Clayton  Smith,"Smith, Clayton",,"=""0989806839""","=""9780989806831""",0,3.83,Dapper Press,Paperback,338,2014,2014,,2015/02/20,"to-read, g-post-apocalyptic, zz-ab-meta-none-all-dates, ku-yes, zz-ab-meta-none-201608","to-read (#241), g-post-apocalyptic (#70), zz-ab-meta-none-all-dates (#21), ku-yes (#26), zz-ab-meta-none-201608 (#60)",to-read,,,,,,,0,,,,,
15790842,Life After Life,Kate Atkinson,"Atkinson, Kate",,"=""0316176486""","=""9780316176484""",0,3.73,Reagan Arthur Books,Hardcover,531,2013,2013,,2015/02/19,"to-read, g-time-travel, z-len-10-20-hours, ku-no, ab-src-audible-av, ab-meta-exists, eb-acquired","to-read (#239), g-time-travel (#84), z-len-10-20-hours (#113), ku-no (#29), ab-src-audible-av (#149), ab-meta-exists (#165), eb-acquired (#28)",to-read,,,Length: 15 hrs and 34 mins<br/>Narrated By Fenella Woolgar,,,,0,,,,,
584217,Dinosaur Beach,Keith Laumer,"Laumer, Keith",,"=""0671655817""","=""9780671655815""",0,3.76,Baen Books,Mass Market Paperback,204,1986,1969,,2015/02/19,"g-time-travel, to-read, zz-ab-meta-none-all-dates, ku-cheap, zz-ab-meta-none-201608","g-time-travel (#83), to-read (#240), zz-ab-meta-none-all-dates (#52), ku-cheap (#19), zz-ab-meta-none-201608 (#61)",to-read,,,,,,,0,,,,,
11291920,Planesrunner (Everness #1),Ian McDonald,"McDonald, Ian",,"=""1616145412""","=""9781616145415""",0,3.68,Pyr,Hardcover,274,2011,2011,,2015/02/03,"to-read, ab-meta-acquired, z-loc-itunes, z-len-10-20-hours, ab-meta-exists, z-series-1","to-read (#238), ab-meta-acquired (#29), z-loc-itunes (#10), z-len-10-20-hours (#20), ab-meta-exists (#276), z-series-1 (#96)",to-read,,,Length: 10 hrs and 25 mins<br/>Narrated By Tom Lawrence,,,,0,,,,,
16081758,Otherbound,Corinne Duyvis,"Duyvis, Corinne",,"=""1419709283""","=""9781419709289""",0,3.68,Amulet Books,Hardcover,387,2014,2014,,2015/02/03,"to-read, ab-meta-undetermined","to-read (#237), ab-meta-undetermined (#19)",to-read,,,,,,,0,,,,,
23374690,Elysium,Jennifer Marie Brissett,"Brissett, Jennifer Marie",,"=""1619760533""","=""9781619760530""",0,3.75,Aqueduct Press,Paperback,208,2014,2014,,2015/02/03,"to-read, g-dystopia, z-len-05-10-hours, ku-no, ab-src-audible-av, ab-meta-exists","to-read (#236), g-dystopia (#1), z-len-05-10-hours (#112), ku-no (#95), ab-src-audible-av (#204), ab-meta-exists (#250)",to-read,,,Length: 07 hrs and 49 mins<br/>Narrated By Jamye Meri Grant,,,,0,,,,,
22708413,The Race,Nina Allan,"Allan, Nina",,"=""1907069690""","=""9781907069697""",0,3.53,NewCon Press,Hardcover,253,2014,2014,,2015/02/03,"to-read, g-post-apocalyptic, zz-ab-meta-none-all-dates, ku-no, zz-ab-meta-none-201608","to-read (#235), g-post-apocalyptic (#69), zz-ab-meta-none-all-dates (#43), ku-no (#96), zz-ab-meta-none-201608 (#68)",to-read,,,,,,,0,,,,,
17910135,Lockstep,Karl Schroeder,"Schroeder, Karl",,"=""0765337266""","=""9780765337269""",0,3.74,Tor Books (Macmillan),Hardcover,352,2014,2014,,2015/02/03,"to-read, z-len-10-20-hours, ku-no, g-sci-fi, g-space-opera, ab-meta-exists, ab-src-audible-av","to-read (#234), z-len-10-20-hours (#111), ku-no (#25), g-sci-fi (#11), g-space-opera (#18), ab-meta-exists (#161), ab-src-audible-av (#145)",to-read,,,Length: 13 hrs and 24 mins<br/>Narrated By Jonathan Todd Ross<br/>Whispersync for Voice-ready,,,,0,,,,,
