Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
30112459,Ocean of Storms,Christopher Mari,"Mari, Christopher",Jeremy K. Brown,"=""1503938778""","=""9781503938779""",0,3.77,47North,Paperback,400,2016,2016,,2016/11/25,"to-read, ab-meta-undetermined, ab-meta-unpublished-yet, g-post-apocalyptic","to-read (#616), ab-meta-undetermined (#135), ab-meta-unpublished-yet (#8), g-post-apocalyptic (#175)",to-read,,,,,,,0,,,,,
28220642,Last Year,Robert Charles Wilson,"Wilson, Robert Charles",,"=""0765332639""","=""9780765332639""",0,3.93,Tor Books,Hardcover,352,2016,2016,,2016/11/25,"to-read, ab-meta-undetermined, g-time-travel, ab-meta-unpublished-yet","to-read (#615), ab-meta-undetermined (#134), g-time-travel (#185), ab-meta-unpublished-yet (#7)",to-read,,,,,,,0,,,,,
28957355,Pirate Utopia,Bruce Sterling,"Sterling, Bruce",John Coulthart,"=""1616962364""","=""9781616962364""",0,3.75,Tachyon Publications,Hardcover,192,2016,,,2016/11/15,"to-read, ab-meta-undetermined, g-alt-history, g-steampunk","to-read (#614), ab-meta-undetermined (#133), g-alt-history (#18), g-steampunk (#14)",to-read,,,,,,,0,,,,,
32109569,"We Are Legion (We Are Bob) (Bobiverse, #1)",Dennis E. Taylor,"Taylor, Dennis E.",Dennis  Taylor,"=""""","=""""",0,4.45,Worldbuilders Press,Kindle Edition,304,2016,2016,,2016/11/14,"g-colonization, g-space-opera, z-series-1, z-len-05-10-hours, ku-cheap, ab-meta-exists, currently-reading","g-colonization (#17), g-space-opera (#54), z-series-1 (#233), z-len-05-10-hours (#157), ku-cheap (#73), ab-meta-exists (#356), currently-reading (#3)",currently-reading,,,Length: 09 hrs and 30 mins <br/>Narrated by: Ray Porter<br/>,,,,0,,,,,
23719481,Mr. Splitfoot,Samantha Hunt,"Hunt, Samantha",,"=""0544526708""","=""9780544526709""",0,3.67,Houghton Mifflin Harcourt,Hardcover,322,2016,2016,,2016/11/08,"to-read, ab-meta-undetermined, g-horror, g-urban-fantasy","to-read (#613), ab-meta-undetermined (#132), g-horror (#12), g-urban-fantasy (#84)",to-read,,,,,,,0,,,,,
27220730,We Are the Ants,Shaun David Hutchinson,"Hutchinson, Shaun David",,"=""1481475207""","=""9781481475204""",0,4.26,Simon Pulse,Paperback,464,2016,2016,,2016/11/01,to-read,to-read (#612),to-read,,,,,,,0,,,,,
28595941,Arcanum Unbounded: The Cosmere Collection,Brandon Sanderson,"Sanderson, Brandon",,"=""0765391163""","=""9780765391162""",0,4.63,Tor Books,Hardcover,672,2016,2016,,2016/10/28,"to-read, ab-meta-undetermined, ab-meta-unpublished-yet, g-fantasy, g-short-stories","to-read (#611), ab-meta-undetermined (#131), ab-meta-unpublished-yet (#6), g-fantasy (#31), g-short-stories (#10)",to-read,,,,,,,0,,,,,
17332218,"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326361""","=""9780765326362""",5,4.76,Tor Books,Hardcover,1087,2014,2014,2016/11/20,2016/10/05,"g-fantasy, z-series-2, z-len-40-plus-hours, z-read-src-un","g-fantasy (#30), z-series-2 (#42), z-len-40-plus-hours (#10), z-read-src-un (#85)",read,"Wow! As with the first one, I was really not expecting to like this book (and series) so much. This one slowed a little bit in the middle, but the ending was super-exciting, and the epilogue made me tingly with excitement for the next book, which I'm sure is YEARS away.",,"Length: 48 hrs and 15 mins<br/>Narrated By Michael Kramer, Kate Reading<br/>",,,,0,,,,,
29241335,Dracula vs. Hitler,Patrick Sheane Duncan,"Duncan, Patrick Sheane",,"=""""","=""""",0,3.87,Inkshares,Hardcover,441,2016,2016,,2016/10/04,"to-read, ab-meta-undetermined, g-alt-history, g-fantasy, g-vampires","to-read (#610), ab-meta-undetermined (#130), g-alt-history (#17), g-fantasy (#29), g-vampires (#5)",to-read,,,,,,,0,,,,,
57498,The Salt Roads,Nalo Hopkinson,"Hopkinson, Nalo",,"=""0446677132""","=""9780446677134""",0,3.86,Grand Central Publishing,Paperback,416,2004,2004,,2016/09/03,"to-read, ab-meta-undetermined, g-urban-fantasy, g-time-travel, ku-undetermined","to-read (#609), ab-meta-undetermined (#129), g-urban-fantasy (#83), g-time-travel (#184), ku-undetermined (#87)",to-read,,,,,,,0,,,,,
28962452,Revenger,Alastair Reynolds,"Reynolds, Alastair",,"=""0575090537""","=""9780575090538""",0,3.94,Gollancz,Hardcover,425,2016,2016,,2016/09/02,"to-read, ab-meta-undetermined, g-space-opera, ku-undetermined","to-read (#608), ab-meta-undetermined (#128), g-space-opera (#53), ku-undetermined (#86)",to-read,,,,,,,0,,,,,
27417551,Ninth City Burning,J. Patrick Black,"Black, J. Patrick",,"=""1101991445""","=""9781101991442""",0,3.60,Ace,Hardcover,482,2016,2016,,2016/09/02,"to-read, ab-meta-undetermined, g-aliens, g-post-apocalyptic, ku-undetermined","to-read (#607), ab-meta-undetermined (#127), g-aliens (#29), g-post-apocalyptic (#172), ku-undetermined (#85)",to-read,,,,,,,0,,,,,
613749,Great Work of Time,John Crowley,"Crowley, John",,"=""0553293192""","=""9780553293197""",0,4.04,Spectra,Mass Market Paperback,144,1991,1989,,2016/09/02,"to-read, g-time-travel, zz-ab-meta-none-201611, zz-ab-meta-none-all-dates, zz-eb-none, ku-no","to-read (#606), g-time-travel (#183), zz-ab-meta-none-201611 (#2), zz-ab-meta-none-all-dates (#97), zz-eb-none (#12), ku-no (#184)",to-read,,,,,,,0,,,,,
890300,The Corridors of Time,Poul Anderson,"Anderson, Poul",,"=""0425050483""","=""9780425050484""",0,3.54,Berkley,Mass Market Paperback,186,1981,1965,,2016/09/02,"to-read, ab-meta-undetermined, g-time-travel, ku-undetermined","to-read (#605), ab-meta-undetermined (#126), g-time-travel (#182), ku-undetermined (#84)",to-read,,,,,,,0,,,,,
11452134,Palimpsest,Charles Stross,"Stross, Charles",J.K. Potter,"=""1596064218""","=""9781596064218""",0,3.78,Subterranean Press,Hardcover,131,2011,2009,,2016/09/02,"to-read, ab-meta-undetermined, g-time-travel, ku-undetermined","to-read (#604), ab-meta-undetermined (#125), g-time-travel (#181), ku-undetermined (#83)",to-read,,,,,,,0,,,,,
8145855,"The Passage (The Passage, #1)",Justin Cronin,"Cronin, Justin",,"=""""","=""""",0,4.03,Ballantine Books,Kindle Edition,897,2010,2010,,2016/09/01,"eb-acquired, g-post-apocalyptic, g-horror, g-vampires, g-urban-fantasy, to-read, ab-meta-acquired, ab-meta-exists, ku-no, z-series-1, z-len-20-40-hours","eb-acquired (#40), g-post-apocalyptic (#171), g-horror (#11), g-vampires (#4), g-urban-fantasy (#82), to-read (#603), ab-meta-acquired (#49), ab-meta-exists (#351), ku-no (#180), z-series-1 (#231), z-len-20-40-hours (#46)",to-read,,,"Length: 36 hrs and 52 mins<br/>Narrated By Scott Brick, Adenrele Ojo, Abby Craden<br/>",,,,0,,,,,
25760792,"Timekeeper (Timekeeper, #1)",Tara Sim,"Sim, Tara",,"=""1510706186""","=""9781510706187""",0,4.05,Sky Pony Press,Hardcover,414,2016,2016,,2016/08/27,"to-read, g-steampunk, g-time-travel, zz-ab-meta-none-201611, zz-ab-meta-none-all-dates, ku-no","to-read (#602), g-steampunk (#13), g-time-travel (#180), zz-ab-meta-none-201611 (#1), zz-ab-meta-none-all-dates (#96), ku-no (#182)",to-read,,,,,,,0,,,,,
356780,Empty World,John Christopher,"Christopher, John",,"=""0435122452""","=""9780435122454""",0,3.86,Dutton,Paperback,134,1977,1977,,2016/08/26,"to-read, ab-meta-undetermined, g-post-apocalyptic, g-ya, ku-undetermined","to-read (#601), ab-meta-undetermined (#124), g-post-apocalyptic (#170), g-ya (#119), ku-undetermined (#82)",to-read,,,,,,,0,,,,,
27213224,"Breath Of Earth (Breath of Earth, #1)",Beth Cato,"Cato, Beth",,"=""0062422065""","=""9780062422064""",0,3.67,Harper Voyager,Paperback,400,2016,2016,,2016/08/25,"to-read, ab-meta-undetermined, g-alt-history, g-steampunk, g-urban-fantasy","to-read (#600), ab-meta-undetermined (#123), g-alt-history (#16), g-steampunk (#12), g-urban-fantasy (#81)",to-read,,,,,,,0,,,,,
5393773,"Broken Angels (Takeshi Kovacs, #2)",Richard K. Morgan,"Morgan, Richard K.",,"=""""","=""""",0,4.00,,Kindle Edition,544,,2003,,2016/08/24,"to-read, g-far-future, g-cyberpunk, g-detective, g-sci-fi, z-series-2, ab-meta-exists, ku-no, z-len-10-20-hours","to-read (#599), g-far-future (#5), g-cyberpunk (#15), g-detective (#6), g-sci-fi (#74), z-series-2 (#41), ab-meta-exists (#349), ku-no (#179), z-len-10-20-hours (#196)",to-read,,,Length: 16 hrs and 14 mins<br/>Narrated By Todd McLaren<br/>,,,,0,,,,,
31345380,"The Last Dragonslayer (The Last Dragonslayer, #1)",Jasper Fforde,"Fforde, Jasper",,"=""""","=""""",0,3.85,HMH Books for Young Readers ,Kindle Edition,296,2012,2010,,2016/08/22,"to-read, ab-meta-undetermined, g-fantasy, g-urban-fantasy","to-read (#598), ab-meta-undetermined (#122), g-fantasy (#28), g-urban-fantasy (#80)",to-read,,,,,,,0,,,,,
25667918,"Binti (Binti, #1)",Nnedi Okorafor,"Okorafor, Nnedi",,"=""0765384469""","=""9780765384461""",0,4.00,Tor.com,ebook,96,2015,2015,,2016/08/21,"to-read, g-space-opera, g-sci-fi, z-series-1, z-len-00-05-hours, ku-no, ab-meta-exists","to-read (#597), g-space-opera (#52), g-sci-fi (#73), z-series-1 (#232), z-len-00-05-hours (#18), ku-no (#185), ab-meta-exists (#354)",to-read,,,Length: 02 hrs and 15 mins<br/>Narrated By Robin Miles<br/>,,,,0,,,,,
19161852,"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,"Jemisin, N.K.",,"=""0316229296""","=""9780316229296""",0,4.32,Orbit,Paperback,468,2015,2015,,2016/08/21,"to-read, g-urban-fantasy, g-post-apocalyptic, g-sci-fi, ab-meta-exists, ab-src-audible-av, z-len-10-20-hours, ku-no","to-read (#596), g-urban-fantasy (#79), g-post-apocalyptic (#169), g-sci-fi (#72), ab-meta-exists (#352), ab-src-audible-av (#208), z-len-10-20-hours (#197), ku-no (#181)",to-read,,,Length: 15 hrs and 31 mins<br/>Narrated By Robin Miles<br/>,,,,0,,,,,
18460217,Islands in the Sky,Arthur C. Clarke,"Clarke, Arthur C.",,"=""""","=""""",0,3.75,RosettaBooks,Kindle Edition,208,2012,1952,,2016/08/14,"to-read, ab-meta-undetermined, g-sci-fi, g-space-opera","to-read (#595), ab-meta-undetermined (#121), g-sci-fi (#69), g-space-opera (#51)",to-read,,,,,,,0,,,,,
23014661,The Fall,R.J. Piñeiro,"Piñeiro, R.J.",,"=""1250052149""","=""9781250052148""",0,3.47,Thomas Dunne Books,Hardcover,352,2015,2015,,2016/08/11,"to-read, ab-meta-undetermined, g-sci-fi, g-time-travel","to-read (#594), ab-meta-undetermined (#120), g-sci-fi (#68), g-time-travel (#179)",to-read,,,,,,,0,,,,,
17999892,"The Atlantis Gene (The Origin Mystery, #1)",A.G. Riddle,"Riddle, A.G.",,"=""""","=""""",0,3.68,Amazon Digital Services,Kindle Edition,488,2013,2013,,2016/08/04,"did-not-finish, g-sci-fi, g-thriller, z-len-10-20-hours, z-series-1","did-not-finish (#20), g-sci-fi (#67), g-thriller (#7), z-len-10-20-hours (#195), z-series-1 (#229)",did-not-finish,"This might be a good book, but the audiobook narrator was horrible. Wrong emphasis in sentences, and a voice that sounded like he should be narrating Telatubbies. I gave up after 15 minutes.",,Length: 15 hrs and 44 mins<br/>Narrated By Stephen Bel Davies,,,,0,,,,,
445654,"Operation Chaos (Operation Otherworld, #1)",Poul Anderson,"Anderson, Poul",,"=""0312872429""","=""9780312872427""",0,3.84,Orb Books,Paperback,256,1999,1971,,2016/08/02,"to-read, ab-meta-undetermined, g-alt-history, g-urban-fantasy, z-series-1","to-read (#593), ab-meta-undetermined (#119), g-alt-history (#15), g-urban-fantasy (#78), z-series-1 (#228)",to-read,,,,,,,0,,,,,
898559,"Icerigger (Icerigger, #1)",Alan Dean Foster,"Foster, Alan Dean",,"=""0450030423""","=""9780450030420""",0,3.85,New English Library Ltd,Paperback,320,1976,1974,,2016/08/02,"to-read, ab-meta-undetermined, g-sci-fi, z-series-1","to-read (#592), ab-meta-undetermined (#118), g-sci-fi (#66), z-series-1 (#227)",to-read,,,,,,,0,,,,,
13613281,World's Collider: A Shared-World Anthology,Richard  Salter,"Salter, Richard","Steven Savile, James Moran, Aaron Rosenberg, Trent Zelazny, Jonathan Green, Simon Kurt Unsworth, Kelly Hale, Jonathon Templar, Jordan Ellinger, Megan N. Moore, Dave Hutchinson, Pete Kempshall, Dave Hoskin, Elise Hattersley, Violet Addison, Richard   Wright, Paul  Pearson, Nicholas   Blake, David  N. Smith","=""1938644026""","=""9781938644023""",0,4.01,Nightscape Press,Paperback,470,2012,2012,,2016/07/29,"to-read, g-post-apocalyptic, g-short-stories, ku-yes, zz-ab-meta-none-all-dates, zz-ab-meta-none-201611","to-read (#591), g-post-apocalyptic (#168), g-short-stories (#11), ku-yes (#38), zz-ab-meta-none-all-dates (#99), zz-ab-meta-none-201611 (#4)",to-read,,,,,,,0,,,,,
27405403,"Good Morning, Midnight",Lily Brooks-Dalton,"Brooks-Dalton, Lily",,"=""0812998898""","=""9780812998894""",0,3.93,Random House,Hardcover,259,2016,2016,,2016/07/29,"to-read, g-post-apocalyptic, ab-meta-exists, ku-no, z-len-05-10-hours","to-read (#590), g-post-apocalyptic (#167), ab-meta-exists (#343), ku-no (#150), z-len-05-10-hours (#150)",to-read,,,"Length: 08 hrs and 39 mins<br/>Narrated By John H. Mayer, Hillary Huber<br/>",,,,0,,,,,
25721439,"Genesis Girl (Blank Slate, #1)",Jennifer Bardsley,"Bardsley, Jennifer",,"=""""","=""""",0,4.02,Month9Books,Paperback,,2016,2016,,2016/07/25,"to-read, g-cyberpunk, g-dystopia, g-ya, z-series-1, zz-ab-meta-none-201611, zz-ab-meta-none-all-dates, ku-cheap","to-read (#589), g-cyberpunk (#14), g-dystopia (#67), g-ya (#118), z-series-1 (#222), zz-ab-meta-none-201611 (#3), zz-ab-meta-none-all-dates (#98), ku-cheap (#72)",to-read,,,,,,,0,,,,,
27064372,Change Places with Me,Lois Metzger,"Metzger, Lois",,"=""0062385534""","=""9780062385536""",0,3.27,Balzer + Bray,Hardcover,224,2016,2016,,2016/07/25,"to-read, ab-meta-undetermined, g-mystery, g-sci-fi","to-read (#588), ab-meta-undetermined (#117), g-mystery (#10), g-sci-fi (#65)",to-read,,,,,,,0,,,,,
25802922,Mirror in the Sky,Aditi Khorana,"Khorana, Aditi",,"=""""","=""""",0,3.39,Razorbill,Kindle Edition,352,2016,2016,,2016/07/25,"to-read, ab-meta-undetermined, g-big-dumb-object, g-post-apocalyptic, g-ya","to-read (#587), ab-meta-undetermined (#116), g-big-dumb-object (#11), g-post-apocalyptic (#166), g-ya (#117)",to-read,,,,,,,0,,,,,
23278532,"Alive (The Generations Trilogy, #1)",Scott Sigler,"Sigler, Scott",,"=""0553393103""","=""9780553393101""",0,3.71,Del Rey,Hardcover,345,2015,2015,,2016/07/25,"to-read, ab-meta-undetermined, g-dystopia, g-ya, z-series-1","to-read (#586), ab-meta-undetermined (#115), g-dystopia (#66), g-ya (#116), z-series-1 (#224)",to-read,,,,,,,0,,,,,
10763974,Heart-Shaped Box,Joe Hill,"Hill, Joe",,"=""""","=""""",0,3.81,HarperCollins e-books,Kindle Edition,389,2007,2007,,2016/07/21,"to-read, ab-meta-undetermined, g-horror","to-read (#585), ab-meta-undetermined (#114), g-horror (#10)",to-read,,,,,,,0,,,,,
6587879,Horns,Joe Hill,"Hill, Joe",,"=""0061147958""","=""9780061147951""",0,3.91,William Morrow,Hardcover,370,2010,2009,,2016/07/21,"to-read, g-horror, eb-acquired, ab-meta-exists, z-len-10-20-hours, ku-no","to-read (#584), g-horror (#9), eb-acquired (#41), ab-meta-exists (#355), z-len-10-20-hours (#199), ku-no (#186)",to-read,,,Length: 13 hrs and 55 mins<br/>Narrated By Fred Berman<br/>,,,,0,,,,,
512000,Neon Lotus,Marc Laidlaw,"Laidlaw, Marc",,"=""0553271652""","=""9780553271652""",0,3.71,Spectra,Mass Market Paperback,304,1988,1988,,2016/07/20,"to-read, ab-meta-undetermined, g-dystopia, g-cyberpunk","to-read (#583), ab-meta-undetermined (#113), g-dystopia (#65), g-cyberpunk (#13)",to-read,,,,,,,0,,,,,
31002346,"The Drafter (The Peri Reed Chronicles, #1)",Kim Harrison,"Harrison, Kim",,"=""""","=""""",0,3.65,Gallery Books,Kindle Edition,433,2015,2015,,2016/07/15,"to-read, ab-meta-undetermined, g-time-travel, eb-acquired, z-series-1","to-read (#582), ab-meta-undetermined (#112), g-time-travel (#177), eb-acquired (#38), z-series-1 (#225)",to-read,,,,,,,0,,,,,
27245969,The Interminables,Paige Orwin,"Orwin, Paige",,"=""085766591X""","=""9780857665911""",0,3.42,Angry Robot,Paperback,416,2016,2016,,2016/07/14,"to-read, ab-meta-undetermined, g-dystopia, g-urban-fantasy","to-read (#581), ab-meta-undetermined (#111), g-dystopia (#64), g-urban-fantasy (#77)",to-read,,,,,,,0,,,,,
27213200,Night of the Animals,Bill Broun,"Broun, Bill",,"=""0062400797""","=""9780062400796""",0,3.17,Ecco,Hardcover,560,2016,2016,,2016/07/14,"to-read, ab-meta-undetermined, g-dystopia, g-urban-fantasy","to-read (#580), ab-meta-undetermined (#110), g-dystopia (#63), g-urban-fantasy (#76)",to-read,,,,,,,0,,,,,
28765598,The Last Days of Jack Sparks,Jason Arnopp,"Arnopp, Jason",,"=""0356507181""","=""9780356507187""",0,3.96,Orbit,Paperback,336,2016,2016,,2016/07/14,"to-read, ab-meta-undetermined, g-urban-fantasy","to-read (#579), ab-meta-undetermined (#109), g-urban-fantasy (#75)",to-read,,,,,,,0,,,,,
26240865,Invaders: 22 Tales from the Outer Limits of Literature,Jacob Weisman,"Weisman, Jacob","Jim Shepard, W.P. Kinsella, Steven Millhauser, Max Apple, Amiri Baraka, Ben Loory","=""1616962100""","=""9781616962104""",0,3.57,Tachyon Publications,Paperback,384,2016,2016,,2016/07/14,"to-read, ab-meta-undetermined, g-short-stories, g-sci-fi","to-read (#578), ab-meta-undetermined (#108), g-short-stories (#9), g-sci-fi (#64)",to-read,,,,,,,0,,,,,
26114263,Arabella of Mars (Adventures of Arabella Ashby),David D. Levine,"Levine, David D.",,"=""0765382814""","=""9780765382818""",0,3.72,Tor Books,Hardcover,352,2016,2016,,2016/07/14,"to-read, ab-meta-undetermined, g-alt-history, g-steampunk","to-read (#577), ab-meta-undetermined (#107), g-alt-history (#13), g-steampunk (#11)",to-read,,,,,,,0,,,,,
16248113,"The School for Good and Evil (The School for Good and Evil, #1)",Soman Chainani,"Chainani, Soman",,"=""0062104896""","=""9780062104892""",0,3.99,HarperCollins,Hardcover,488,2013,2013,,2016/07/06,"to-read, ab-meta-undetermined, g-fantasy, g-ya, z-series-1","to-read (#576), ab-meta-undetermined (#106), g-fantasy (#26), g-ya (#115), z-series-1 (#223)",to-read,,,,,,,0,,,,,
118812,The Ninth Life of Louis Drax,Liz Jensen,"Jensen, Liz",,"=""1582344574""","=""9781582344577""",0,3.62,Bloomsbury USA,Paperback,240,2006,2004,,2016/06/28,"to-read, ab-meta-undetermined, g-urban-fantasy, g-mystery","to-read (#575), ab-meta-undetermined (#105), g-urban-fantasy (#74), g-mystery (#9)",to-read,,,,,,,0,,,,,
18952341,"The Grace of Kings (The Dandelion Dynasty, #1)",Ken Liu,"Liu, Ken",,"=""1481424270""","=""9781481424271""",0,3.73,Simon & Schuster,Hardcover,623,2015,2015,,2016/06/27,"to-read, ab-meta-undetermined, g-fantasy, z-series-1","to-read (#574), ab-meta-undetermined (#104), g-fantasy (#25), z-series-1 (#226)",to-read,,,,,,,0,,,,,
22544764,Uprooted,Naomi Novik,"Novik, Naomi",,"=""0804179034""","=""9780804179034""",0,4.15,Del Rey,Hardcover,438,2015,2015,,2016/06/27,"to-read, g-ya, g-fantasy, ab-meta-exists, ab-src-audible-av, ku-no, z-len-10-20-hours","to-read (#573), g-ya (#114), g-fantasy (#24), ab-meta-exists (#353), ab-src-audible-av (#209), ku-no (#183), z-len-10-20-hours (#198)",to-read,,,Length: 17 hrs and 43 mins<br/>Narrated By Julia Emelin<br/>,,,,0,,,,,
25816688,The Fireman,Joe Hill,"Hill, Joe",,"=""0062200631""","=""9780062200631""",0,3.96,William Morrow,Hardcover,747,2016,2016,,2016/06/24,"to-read, g-post-apocalyptic, g-horror, ab-meta-exists, ku-no, z-len-20-40-hours, eb-acquired","to-read (#572), g-post-apocalyptic (#165), g-horror (#7), ab-meta-exists (#328), ku-no (#138), z-len-20-40-hours (#43), eb-acquired (#44)",to-read,,,Length: 22 hrs and 20 mins<br/>Narrated By Kate Mulgrew<br/>,,,,0,,,,,
30622126,"Gone (Gone, #1)",Michael  Grant,"Grant, Michael",,"=""""","=""""",0,3.85,Katherine Tegen Books,Kindle Edition,581,2009,2008,,2016/06/19,"to-read, g-dystopia, g-post-apocalyptic, g-superpowers, g-ya, z-series-1, eb-acquired, ab-meta-exists, ku-undetermined, z-len-10-20-hours","to-read (#571), g-dystopia (#61), g-post-apocalyptic (#164), g-superpowers (#28), g-ya (#113), z-series-1 (#221), eb-acquired (#37), ab-meta-exists (#363), ku-undetermined (#88), z-len-10-20-hours (#203)",to-read,,,Length: 17 hrs and 15 mins<br/>Narrated By Kyle McCarley<br/>,,,,0,,,,,
25367311,Landfall,John  McWilliams,"McWilliams, John",,"=""""","=""""",0,3.42,John McWilliams,ebook,207,2015,2015,,2016/06/17,"to-read, ab-meta-undetermined, g-sci-fi","to-read (#570), ab-meta-undetermined (#103), g-sci-fi (#62)",to-read,,,,,,,0,,,,,
29056083,"Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)",John Tiffany,"Tiffany, John","Jack Thorne, J.K. Rowling","=""0751565350""","=""9780751565355""",0,3.82,"Little, Brown UK",Hardcover,343,2016,2016,,2016/06/16,"to-read, g-urban-fantasy, g-ya, z-series-8, zz-ab-meta-none-201608, zz-ab-meta-none-all-dates","to-read (#569), g-urban-fantasy (#73), g-ya (#14), z-series-8 (#1), zz-ab-meta-none-201608 (#41), zz-ab-meta-none-all-dates (#95)",to-read,,,,,,,0,,,,,
26494476,An Unattractive Vampire,Jim McDoniel,"McDoniel, Jim",,"=""1941758649""","=""9781941758649""",0,3.97,Sword & Laser,Paperback,312,2016,2016,,2016/06/16,"to-read, g-vampires, g-urban-fantasy, ku-cheap, ab-meta-exists, z-len-05-10-hours","to-read (#567), g-vampires (#3), g-urban-fantasy (#72), ku-cheap (#45), ab-meta-exists (#359), z-len-05-10-hours (#158)",to-read,,,Length: 09 hrs and 05 mins<br/>Narrated By Drew Campbell<br/>,,,,0,,,,,
18811324,"The Islands at the End of the World (Islands at the End of the World, #1)",Austin Aslan,"Aslan, Austin",,"=""0385744021""","=""9780385744027""",0,3.65,Wendy Lamb Books,Hardcover,384,2014,2014,,2016/06/14,"to-read, ab-meta-undetermined, g-dystopia, g-post-apocalyptic, z-series-1","to-read (#566), ab-meta-undetermined (#102), g-dystopia (#60), g-post-apocalyptic (#163), z-series-1 (#218)",to-read,,,,,,,0,,,,,
29940794,"Blood Honor (The Day After Never, #1)",Russell Blake,"Blake, Russell",,"=""""","=""""",0,4.04,Reprobatio Ltd.,Kindle Edition,228,2016,2016,,2016/06/14,"to-read, g-post-apocalyptic, z-len-05-10-hours, ku-yes, ab-meta-exists, z-series-1","to-read (#565), g-post-apocalyptic (#162), z-len-05-10-hours (#137), ku-yes (#34), ab-meta-exists (#303), z-series-1 (#217)",to-read,,,Length: 07 hrs and 41 mins<br/>Narrated By John David Farrell<br/>,,,,0,,,,,
27245997,The Last One,Alexandra Oliva,"Oliva, Alexandra",,"=""1101965088""","=""9781101965085""",0,3.69,Ballantine Books,Hardcover,304,2016,2016,,2016/06/14,"to-read, g-dystopia, g-thriller, z-len-10-20-hours, ku-no, ab-meta-exists","to-read (#564), g-dystopia (#59), g-thriller (#4), z-len-10-20-hours (#189), ku-no (#144), ab-meta-exists (#334)",to-read,,,"Length: 12 hrs and 20 mins<br/>Narrated By Mike Chamberlain, Nicol Zanzarella<br/>",,,,0,,,,,
25986774,Central Station,Lavie Tidhar,"Tidhar, Lavie",,"=""1616962143""","=""9781616962142""",0,3.63,Tachyon Publications,Paperback,275,2016,2016,,2016/06/14,"to-read, g-dystopia, g-sci-fi, ku-no, z-len-05-10-hours, ab-meta-exists","to-read (#563), g-dystopia (#58), g-sci-fi (#61), ku-no (#131), z-len-05-10-hours (#160), ab-meta-exists (#365)",to-read,,,Length: 08 hrs and 36 mins<br/>Narrated By Jeff Harding<br/>,,,,0,,,,,
27833741,New Pompeii,Daniel Godfrey,"Godfrey, Daniel",,"=""1783298111""","=""9781783298112""",0,3.36,Titan Books,Paperback,459,2016,2016,,2016/06/14,"to-read, ab-meta-undetermined, g-time-travel","to-read (#562), ab-meta-undetermined (#101), g-time-travel (#176)",to-read,,,,,,,0,,,,,
26114364,Waypoint Kangaroo (Kangaroo #1),Curtis C. Chen,"Chen, Curtis C.",,"=""1250081785""","=""9781250081780""",0,4.07,Thomas Dunne Books,Hardcover,320,2016,2016,,2016/06/14,"to-read, g-sci-fi, g-thriller, ab-meta-exists, ku-no, z-len-10-20-hours","to-read (#561), g-sci-fi (#60), g-thriller (#3), ab-meta-exists (#333), ku-no (#143), z-len-10-20-hours (#188)",to-read,,,Length: 12 hrs and 25 mins<br/>Narrated By P. J. Ochlan<br/>,,,,0,,,,,
26869951,A Green and Ancient Light,Frederic S. Durbin,"Durbin, Frederic S.",,"=""1481442228""","=""9781481442220""",0,4.11,Saga Press,Hardcover,320,2016,2016,,2016/06/14,"to-read, g-alt-history, g-urban-fantasy, zz-ab-meta-none-all-dates, zz-ab-meta-none-201611","to-read (#560), g-alt-history (#11), g-urban-fantasy (#70), zz-ab-meta-none-all-dates (#86), zz-ab-meta-none-201611 (#25)",to-read,,,,,,,0,,,,,
25819511,"Envy of Angels (Sin du Jour, #1)",Matt Wallace,"Wallace, Matt",,"=""0765385287""","=""9780765385284""",0,3.89,Tor.com,Paperback,225,2015,2015,,2016/06/14,"to-read, g-urban-fantasy, z-len-00-05-hours, ku-cheap, ab-meta-exists, z-series-1","to-read (#559), g-urban-fantasy (#69), z-len-00-05-hours (#13), ku-cheap (#34), ab-meta-exists (#307), z-series-1 (#216)",to-read,,,Length: 04 hrs and 13 mins<br/>Narrated By Corey Gagne<br/>,,,,0,,,,,
